Name,Brand,Price,Currency,Image,AltText,NewImage,URL,ProductID,Size,Supplier,Origin,Category_1,Category_2,Highlights,Description
Corona Dark Chocolate - 35 grams - 12 Pieces,Corona,134.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/he1/49406495588382/200Wx200H_383549_main.jpg,Corona Dark Chocolate - 35 grams - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/hec/hdb/49406495719454/1700Wx1700H_383549_main.jpg,https://www.carrefouregypt.com/mafegy/en/chocolates/corona-dark-chocolate-35g-12/p/383549,383549,,Carrefour,Egypt,Food Cupboard,Chocolate & Candy,"Just one bite will take you into the world of warmth, happiness and spontaneous fun.","Rich, smooth and creamy classic milk chocolate which gives you more joy in every bite.
Just one bite will take you into the world of warmth, happiness and spontaneous fun."
Halwani Bros Jam Fig - 750 gram,Halwani bros,58.85,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h90/hdf/14530840657950/34435_main.jpg_200Wx200H,Halwani Bros Jam Fig - 750 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hd0/hdb/14530840789022/34435_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/fruity-jam/halwani-jam-fig-750g/p/34435,34435,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads",Delight in moments of ultimate sweetness with fig jam’s original range that is loaded with whole or large fruit chunks.,"Made from the choicest of ingredients to ensure the perfect taste and flavour.
Perfect for spreading on white or brown bread for easily preparing an on-the-go snack.
Delight in moments of ultimate sweetness with fig jam’s original range that is loaded with whole or large fruit chunks."
Hohos Cream Bigger Size - 60gm - 12 Pieces,HoHo's,58.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h67/h24/49986579169310/200Wx200H_603321_main.jpg,Hohos Cream Bigger Size - 60gm - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/h45/h1e/49986579300382/1700Wx1700H_603321_main.jpg,https://www.carrefouregypt.com/mafegy/en/cake-muffin/hohos-cream-bigger-size-60g-12/p/603321,603321,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes",,
Crystal Vegetable Gold Ghee - 350 gram,Crystal,34.05,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha8/h39/15070710824990/333039_main.jpg_200Wx200H,Crystal Vegetable Gold Ghee - 350 gram,https://cdnprod.mafretailproxy.com/sys-master-root/he9/h35/15070710956062/333039_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/vegetable-ghee/crystal-vegetable-ghee-gold-350g/p/333039,333039,350g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"The ghee ranks high in nutrients to offer you enhanced nourishment.
Keeps you nourished thanks to the rich nutrient content.
Sure to add flavor to your food thanks to the delicious taste.","Enhance the taste of food by using the Crystal Gold Vegetable Ghee.
It has a classic taste and is sure to satisfy your palate.
The ghee ranks high in nutrients to offer you enhanced nourishment.
Keeps you nourished thanks to the rich nutrient content.
Sure to add flavor to your food thanks to the delicious taste."
Twinkies Extra Cake With Chocolate Cream  - 24 Pieces,Twinkies,69.6,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h59/h37/50947256287262/200Wx200H_467172_main.jpg,Twinkies Extra Cake With Chocolate Cream  - 24 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/h4a/h31/50947256418334/1700Wx1700H_467172_main.jpg,https://www.carrefouregypt.com/mafegy/en/cake-muffin/twinkies-cake-extra-chocolate-1p-24/p/467172,467172,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes",It is a delightful treat for yourself and your family or guests to savour as a dessert or as a tasty treat at any time of the day.,"Golden Sponge Cake Chocolate is irresistibly chocolatey and very soft that it melts in your mouth.
It is a delightful treat for yourself and your family or guests to savour as a dessert or as a tasty treat at any time of the day."
IMTENAN CITRUS HONEY GLASS JAR 450G,Imtenan,106.55,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb5/h0e/16903257456670/570976_main.jpg_200Wx200H,IMTENAN CITRUS HONEY GLASS JAR 450G,https://cdnprod.mafretailproxy.com/sys-master-root/hee/h18/16903257751582/570976_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/natural-honey/imtenan-citrus-honey-glass-jar-450g/p/570976,570976,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","When orange trees secrete their scent they attract bees, which in turn collect nectar from the blossoms and honeydew from the leaves., this is what gives this natural honey its light color and distinctive aroma.
Produced from orange and other citrus flower blossoms.","Citrus blossom honey 100% natural from imtenan.
When orange trees secrete their scent they attract bees, which in turn collect nectar from the blossoms and honeydew from the leaves., this is what gives this natural honey its light color and distinctive aroma.
Produced from orange and other citrus flower blossoms."
Bab Elsham Cumin Powder - 45 gram,Bab El Sham,33.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h74/h43/31258506821662/464997_main.jpg_200Wx200H,Bab Elsham Cumin Powder - 45 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h7e/h9f/31258507411486/464997_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-cumin-45g/p/464997,464997,45g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,This powder is extracted from selected grade cumin to offer excellent quality.,"Cumin powder to your food recipes for an extra flavourful taste.
This powder is extracted from selected grade cumin to offer excellent quality."
El Doha Cumin Powder - 220 gram,El Doha,135.7,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h24/h1c/15070736908318/374713_main.jpg_200Wx200H,El Doha Cumin Powder - 220 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h46/h2f/15070737039390/374713_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/eldoha-cumin-220g/p/374713,374713,220g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,Heightens the essence and flavour of meats and vegetables.,"Formulated to transmit a spicy aromatic flavour to the food it is grilled over.
Heightens the essence and flavour of meats and vegetables."
Abu Auf Turkish Coffee Plain - Light - 200gm,Abu auf,102.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hca/hb7/49705622077470/200Wx200H_613770_main.jpg,Abu Auf Turkish Coffee Plain - Light - 200gm,https://cdnprod.mafretailproxy.com/sys-master-root/h98/hc1/49705622339614/1700Wx1700H_613770_main.jpg,https://www.carrefouregypt.com/mafegy/en/turkish-coffee/abu-auf-turkish-coffee-plain-l-200g/p/613770,613770,,Carrefour,Egypt,Beverages,Coffee,,
Twinkies Extra Cake With Strawberry Cream 1 Piece,Twinkies,2.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h43/h3c/49986559180830/200Wx200H_467169_main.jpg,Twinkies Extra Cake With Strawberry Cream 1 Piece,https://cdnprod.mafretailproxy.com/sys-master-root/h52/h42/49986559311902/1700Wx1700H_467169_main.jpg,https://www.carrefouregypt.com/mafegy/en/cake-muffin/twinkies-cake-extra-strawberry1p/p/467169,467169,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes",Made from the finest ingredients to give you a rich flavour.,"Addictive and delicious with their heavenly taste.
Made from the finest ingredients to give you a rich flavour."
El Doha Cardamom - 40 gram,El Doha,87.25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha0/h12/34710149726238/18012_main.jpg_200Wx200H,El Doha Cardamom - 40 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h70/h19/34710149922846/18012_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/eldoha-cardamom-btl-40g/p/18012,18012,40g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Cardamom is an aromatic seed pod used in many Indian preparations such as a creamy kheer or a rich biryani.
This exotic spice belongs to the ginger family.
Cardamom has antimicrobial, antioxidant, and anti inflammatory properties.
It helps in protecting your heart from elevated cholesterol levels.","Cardamom is an Indian spice known for its intense flavor and its use in traditional medicine, such as to help with digestion.
Cardamom is an aromatic seed pod used in many Indian preparations such as a creamy kheer or a rich biryani.
This exotic spice belongs to the ginger family.
Cardamom has antimicrobial, antioxidant, and anti inflammatory properties.
It helps in protecting your heart from elevated cholesterol levels."
El Maleka Meloky Penne Pasta - 400G,Elmaleka,12,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hed/h93/48237018054686/200Wx200H_605308_main.jpg,El Maleka Meloky Penne Pasta - 400G,https://cdnprod.mafretailproxy.com/sys-master-root/hbc/h9d/48237018316830/1700Wx1700H_605308_main.jpg,https://www.carrefouregypt.com/mafegy/en/short-cut-pasta/elmaleka-meloky-pasta-penne-400g/p/605308,605308,,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses",,
Al Doha Oats Penne Pasta - 400 gm,El Doha,54.6,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/h08/48061428760606/200Wx200H_605390_main.jpg,Al Doha Oats Penne Pasta - 400 gm,https://cdnprod.mafretailproxy.com/sys-master-root/h6e/h5a/48061429022750/1700Wx1700H_605390_main.jpg,https://www.carrefouregypt.com/mafegy/en/healthy-pasta/el-doha-pasta-oats-400g/p/605390,605390,,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses",,
Bake Rolz Chili &amp; Lemon - 38 gram,Edita,5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6d/ha1/49986563604510/200Wx200H_449176_main.jpg,Bake Rolz Chili &amp; Lemon - 38 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h2d/ha5/49986563735582/1700Wx1700H_449176_main.jpg,https://www.carrefouregypt.com/mafegy/en/baked-nachos/bake-rolz-chili-lemon-38g/p/449176,449176,,Carrefour,Egypt,Food Cupboard,"Chips, Dips & Snacks","Keeps you full for a long time.
Perfect choice to satisfy untimely hunger pangs.
Rich in essential nutrients like protein and calcium.","Healthy snack option to carry on the go.
Perfect replacement to junk food.
Keeps you full for a long time
Perfect choice to satisfy untimely hunger pangs.
Rich in essential nutrients like protein and calcium."
Haj Arafa Fava Beans - 300 gram,Haj Arafa,13.1,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h56/hc6/27995701444638/575728_main.jpg_200Wx200H,Haj Arafa Fava Beans - 300 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h5f/hb8/27995701870622/575728_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/beans/haj-arafa-fava-beans-300g/p/575728,575728,300g,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","Haj Arafa Fava Beans are sweet, tender and wonderfully crispy.
Due to naturally growing methods, they are free from chemical residues.
They are used in curries, soups, stir-fry with rice, noodles and salads.","Haj Arafa Fava Beans are smaller than common green beans and have a soft, velvety pod.
Quite fleshy for their size, only tiny seeds inhabit these delicate pods.
Haj Arafa Fava Beans are sweet, tender and wonderfully crispy.
Due to naturally growing methods, they are free from chemical residues.
They are used in curries, soups, stir-fry with rice, noodles and salads."
Al Doha Big Rings Pasta - 400 grams,El Doha,19.25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8d/h42/34710140026910/458681_main.jpg_200Wx200H,Al Doha Big Rings Pasta - 400 grams,https://cdnprod.mafretailproxy.com/sys-master-root/h1c/h4d/34710140354590/458681_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/short-cut-pasta/el-doha-pasta-big-rings-400g/p/458681,458681,400g,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs.","Prepare a filling dish with the Al Doha Big Rings Pasta.
The creamy pasta packs a great taste and satisfies your hunger pangs.
It gets ready in minutes and makes a great addition to your everyday meal.
Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs."
El Maleka Meloky Vermicelli - 400G,Elmaleka,12,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h01/h94/48237021691934/200Wx200H_605312_main.jpg,El Maleka Meloky Vermicelli - 400G,https://cdnprod.mafretailproxy.com/sys-master-root/hcf/h9d/48237021954078/1700Wx1700H_605312_main.jpg,https://www.carrefouregypt.com/mafegy/en/vermicelli/elmaleka-meloky-pasta-vermiceli400g/p/605312,605312,,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses",,
El Doha Bay Leaves 15g,El Doha,33.7,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/had/h59/15070787862558/374719_main.jpg_200Wx200H,El Doha Bay Leaves 15g,https://cdnprod.mafretailproxy.com/sys-master-root/h6c/h5d/15070787993630/374719_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/eldoha-laura-leaves-15g/p/374719,374719,15g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"All parts of the plant are cooked, but the dried seeds and the fresh leaves are regularly used in cooking.
Leaves that are lesser in size will be tenderer and have a milder taste.","El Doha Laura Leaves are changeable in shape, widely lobed at the base of the plant, feathery higher and lender on the flowering stems.
All parts of the plant are cooked, but the dried seeds and the fresh leaves are regularly used in cooking.
Leaves that are lesser in size will be tenderer and have a milder taste."
BiscoMisr Luxe Biscuits With Cocoa  - 12 Pieces,Biscomisr,38.4,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hae/hb5/10067911114782/455900_main.jpg_200Wx200H,BiscoMisr Luxe Biscuits With Cocoa  - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/hef/hb1/10067911245854/455900_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/assorted-biscuits/bisco-misr-luxe-biscuit-cocoa-8p-12/p/455900,455900,8 Pieces x Pack of 12,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes","Biscuits accompany a cup of tea or a coffee quite nicely too.
These tasty biscuits, lovingly baked to perfection, are filled not only with flavor but with health benefits too.","Delight yourself with a Biscato Luxe cocoa biscuit.
It is an excellent way for all ages to treat their taste buds.
It makes a perfect snack for any time of day because of its delicious taste and crunchy goodness.
Biscuits accompany a cup of tea or a coffee quite nicely too.
These tasty biscuits, lovingly baked to perfection, are filled not only with flavor but with health benefits too."
Corona Bimbo Chocolate Biscuits - 37 gram,Bimbo,3.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdf/h32/32967887978526/372003_main.jpg_200Wx200H,Corona Bimbo Chocolate Biscuits - 37 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h5b/h81/32967888175134/372003_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/chocolate-biscuits/bimbo-gold-biscuit-37g/p/372003,372003,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes","Tasty and delicious biscuits that come with creamy choco filling.
Made with high quality ingredients.","Chocolaty taste makes it a delicious snack for your outings.
Tasty and delicious biscuits that come with creamy choco filling.
Made with high quality ingredients."
Halwani Bros Jam Fig - 380 gram,Halwani bros,31.1,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/h0b/14530834595870/34434_main.jpg_200Wx200H,Halwani Bros Jam Fig - 380 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/h05/14530834726942/34434_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/fruity-jam/halwani-jam-fig-380g/p/34434,34434,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads",Delight in moments of ultimate sweetness with fig jam’s original range that is loaded with whole or large fruit chunks.,"Made from the choicest of ingredients to ensure the perfect taste and flavour.
Perfect for spreading on white or brown bread for easily preparing an on-the-go snack.
Delight in moments of ultimate sweetness with fig jam’s original range that is loaded with whole or large fruit chunks."
